id,taxactionSystem,regdt,workerCount,fssdccount,pfrdcCount,fnsdcCount,hasCloudCryptCertificate,OrgCreationDate,documentsCount,cnt_users,is_prolong
105495,Fixed tax 6% on income,0.942037037,0,0,0,2,1,27.02.2015,6,0,1
104258,Fixed income from profit 7%,27.06.2013,1,1,1,1,0,31.03.2014,4,1,1
107024,General taxation system,0.569050926,1,1,1,2,1,30.06.2014,5,1,1
101125,Fixed income from profit 7%,0.613553241,2,0,0,0,0,31.03.2016,0,0,0
102467,Fixed tax 6% on income,0.234409722,1,2,1,2,1,0.607349537,7,1,1
106855,15% flat tax on profits,0.360092593,1,1,0,1,1,0.698310185,5,0,1
106299,General taxation system,0.571851852,1,1,0,3,1,0.447615741,7,1,1
106418,General taxation system,24.12.2014,0,1,0,2,1,0.651099537,2,0,0
101915,General taxation system,0.944791667,0,2,1,3,1,0.526087963,5,0,1
100234,Fixed income from profit 10%,26.11.2015,0,0,0,0,0,0.864293981,0,0,1
102706,Fixed tax 6% on income,0.277349537,1,2,0,1,0,0.064351852,5,0,1
109940,General taxation system,28.01.2013,1,0,0,0,0,0.064351852,7,0,0
103452,Single tax on imputed income,24.06.1997,4,2,3,4,1,24.03.2016,5,0,0
106880,15% flat tax on profits,0.902465278,2,0,1,1,1,0.149016204,7,0,1
100453,General taxation system,0.239976852,0,0,0,2,0,0.107349537,0,0,1
105087,Fixed tax 6% on income,24.10.2012,0,0,0,2,1,0.195532407,5,0,0
108533,Single tax on imputed income,0.280185185,4,0,0,0,0,0.064351852,0,0,0
108597,Fixed income from profit 10%,0.196909722,1,2,2,2,1,0.400416667,6,2,0
108218,Fixed tax 6% on income,0.736435185,0,0,0,1,1,0.85943287,2,0,1
100156,Fixed income from profit 7%,31.03.2014,0,0,0,0,0,0.984421296,5,0,0
103551,Fixed tax 6% on income,0.361469907,0,1,1,1,1,0.108043981,3,0,0
100061,Fixed tax 6% on income,0.401087963,0,0,0,0,0,0.073310185,0,0,0
101311,Single tax on imputed income,25.04.2006,1,0,0,0,0,0.817777778,0,0,0
100956,Fixed tax 6% on income,0.446215278,0,2,2,2,1,0.860810185,7,0,0
108034,Fixed tax 6% on income,0.06568287,0,0,0,0,0,0.442766204,2,0,0
103027,Tax patent 3%,0.566840278,3,1,1,1,1,0.233043981,8,0,1
103230,15% flat tax on profits,0.60869213,1,2,2,2,1,25.03.2016,7,0,0
105009,General taxation system,0.111319444,4,1,2,0,1,26.03.2015,6,0,0
109800,Fixed tax 6% on income,25.03.2014,1,2,2,2,1,0.064351852,6,1,1
100550,Fixed income from profit 5%,28.08.2014,1,2,2,2,1,0.112199074,5,0,0
105044,Fixed income from profit 5%,0.40525463,1,1,2,2,1,24.09.2014,5,0,0
103507,Fixed tax 6% on income,27.05.2014,0,0,0,1,1,0.819143519,5,1,0
101378,15% flat tax on profits +Single tax on imputed income,0.319108796,1,1,0,0,1,0.942060185,5,0,1
101152,Single tax on imputed income,0.655775463,2,0,0,0,0,0.064351852,0,0,0
103205,Fixed tax 6% on income,0.23650463,0,0,0,0,0,0.485810185,2,0,1
100721,Single tax on imputed income,30.01.2011,3,0,0,0,0,0.064351852,4,0,0
104597,General taxation system,0.152488426,0,1,0,2,1,0.154571759,5,0,0
106077,Fixed income from profit 7%,0.237893519,2,1,1,1,1,0.318460648,6,0,0
106402,General taxation system,0.945520833,0,2,0,3,1,0.734421296,4,0,0
106323,General taxation system,24.01.2014,0,0,0,1,0,0.983726852,1,0,0
105118,Fixed tax 6% on income,0.528819444,0,0,0,0,0,0.987199074,4,0,1
103622,General taxation system,0.239965278,1,2,2,3,1,0.064351852,7,1,1
100415,Fixed tax 6% on income,0.362824074,0,2,1,2,1,0.989976852,5,0,0
100629,General taxation system,0.857349537,0,1,1,2,1,0.233738426,2,1,1
109575,Single tax on imputed income,0.398877315,4,0,0,0,0,28.03.2016,9,1,1
105391,General taxation system,0.859421296,1,1,0,3,1,0.69275463,8,1,1
103500,Single tax on imputed income,0.860717593,3,2,2,2,1,0.109421296,9,1,1
108459,Fixed tax 6% on income,27.12.2013,0,2,2,2,1,0.192777778,5,0,0
102309,General taxation system,0.570509259,4,0,0,0,0,0.359444444,0,1,1
104399,15% flat tax on profits,0.572627315,0,0,1,0,1,29.10.2015,1,0,0
101954,Fixed tax 6% on income +Single tax on imputed income,24.05.2008,0,0,0,0,0,0.989976852,0,0,1
108920,Fixed tax 6% on income,25.05.2013,1,0,0,0,0,0.696921296,5,0,1
109930,Fixed tax 6% on income,0.944803241,0,1,2,2,0,0.235810185,5,0,0
101530,General taxation system,0.822604167,0,0,0,2,0,0.985810185,3,0,1
101496,General taxation system,31.03.2014,1,2,0,3,1,0.31775463,6,1,1
105093,General taxation system,0.695543981,1,1,1,2,1,0.612210648,6,1,1
101459,Single tax on imputed income,0.821863426,0,1,2,1,1,0.568449074,7,1,0
109062,Fixed tax 6% on income,0.401087963,2,0,0,0,0,0.733738426,0,0,1
107160,Fixed tax 6% on income,0.864293981,0,0,0,0,0,0.864293981,4,0,1
107117,General taxation system,0.905925926,1,1,2,2,1,0.483043981,7,0,1
108434,Fixed tax 6% on income,0.569826389,0,0,0,0,0,0.064351852,0,0,0
104021,Fixed tax 6% on income,0.816284722,0,0,0,0,0,0.064351852,0,0,1
103380,General taxation system,0.983032407,1,1,1,2,1,0.858043981,5,0,0
105196,General taxation system,0.988518519,0,0,0,0,0,0.359421296,0,0,0
103820,General taxation system,0.524675926,1,0,0,0,0,0.819837963,7,0,1
100538,Fixed tax 6% on income,0.357314815,0,1,0,1,1,0.153865741,1,1,1
104287,15% flat tax on profits,26.01.2003,2,2,2,2,1,0.064351852,7,0,0
100382,Single tax on imputed income,0.23431713,2,2,2,2,1,0.112199074,8,0,0
106960,Fixed tax 6% on income,26.06.2003,2,2,2,2,1,31.03.2016,8,0,1
102311,Fixed income from profit 10%,0.442060185,1,0,0,0,0,0.064351852,4,0,1
105139,Fixed income from profit 7%,0.905949074,2,2,1,1,1,0.482349537,6,0,1
104780,Tax patent 3%,0.069768519,0,2,1,2,1,0.732349537,6,0,0
110106,General taxation system,30.04.1994,0,0,0,0,0,0.696238426,0,0,1
104312,General taxation system,0.780266204,0,0,0,0,0,0.989293981,5,1,1
101722,General taxation system,0.444803241,1,0,0,0,0,0.064351852,0,0,1
100957,Fixed tax 6% on income,0.821215278,1,1,1,1,1,0.692766204,5,1,1
107536,Fixed tax 6% on income +Single tax on imputed income,0.239976852,0,0,0,1,0,0.107349537,0,0,0
103456,Fixed tax 6% on income,0.779548611,1,2,3,2,1,24.03.2016,7,0,1
106934,Fixed tax 6% on income,0.773969907,0,0,0,0,1,0.114976852,6,0,0
102864,General taxation system,31.03.2002,3,0,0,1,1,0.48650463,8,0,0
107030,Fixed tax 6% on income,0.15587963,2,2,3,2,0,0.734444444,6,0,0
108276,General taxation system,0.860127315,0,1,0,1,1,28.04.2015,2,0,1
102350,Fixed tax 6% on income,30.08.2015,1,1,1,1,1,0.612210648,5,1,0
105234,Fixed tax 6% on income,0.651099537,0,1,1,1,1,0.152488426,4,1,1
105924,General taxation system,28.04.2009,1,0,0,0,0,0.064351852,0,0,0
109598,Single tax on imputed income,27.12.1996,1,2,2,2,1,28.01.2015,0,1,1
100308,General taxation system,0.446215278,0,1,0,2,0,0.31775463,0,0,1
100525,15% flat tax on profits,0.571226852,0,0,0,0,0,0.863587963,3,0,1
108899,General taxation system,0.858657407,2,0,1,0,0,0.064351852,0,0,1
106645,General taxation system,26.02.2003,4,3,3,2,0,25.04.2016,0,0,1
101137,General taxation system,0.567615741,2,0,0,0,0,0.064351852,6,0,0
104245,Fixed tax 6% on income,0.525949074,1,0,2,1,0,27.04.2014,4,0,1
101695,Fixed tax 6% on income,0.780208333,2,1,1,1,1,0.359444444,6,0,1
104548,General taxation system,0.818425926,1,0,0,0,0,0.064351852,6,1,1
109171,General taxation system,0.690497685,1,0,0,0,0,0.064351852,4,0,1
100944,General taxation system,0.155231481,2,1,2,0,1,0.151087963,8,0,0
104755,Fixed tax 6% on income,0.275393519,0,0,0,0,0,0.318449074,8,2,1
100989,General taxation system,0.405162037,2,2,2,3,1,0.609444444,8,2,0
105830,General taxation system,0.613460648,0,0,0,1,0,0.901087963,5,0,0
105570,15% flat tax on profits,0.237118056,2,2,2,2,1,0.650393519,7,0,1
102816,Fixed tax 6% on income,0.153842593,2,2,3,2,1,29.03.2016,3,0,1
105773,Fixed tax 6% on income,0.985787037,0,0,0,0,0,0.359421296,0,0,0
107800,General taxation system,0.489293981,0,1,0,2,1,25.11.2015,2,0,1
106846,General taxation system,0.739259259,0,0,0,0,0,0.405266204,2,0,0
104181,15% flat tax on profits,0.489907407,1,2,2,2,1,0.064351852,6,1,1
102597,Fixed tax 6% on income,0.780925926,0,0,0,0,0,25.07.2014,4,0,1
108879,General taxation system,0.154571759,0,0,0,0,0,0.737210648,0,0,1
102694,Fixed tax 6% on income,0.280208333,0,1,1,2,1,0.94068287,3,1,1
109524,General taxation system,28.06.2015,0,1,0,2,1,0.444849537,6,0,1
107772,15% flat tax on profits,0.944791667,3,0,0,0,0,0.568449074,0,0,1
110012,Fixed tax 6% on income,0.234363426,1,0,2,1,1,0.983726852,5,0,0
101948,Single tax on imputed income,0.275393519,0,1,2,2,0,0.649699074,2,0,1
106616,Fixed tax 6% on income,0.739259259,0,0,0,0,0,0.651087963,5,0,0
107656,Fixed income from profit 5%,0.819641204,0,0,0,0,0,27.01.2015,5,0,1
107064,General taxation system,0.442071759,0,1,1,2,1,0.276099537,0,0,0
101199,15% flat tax on profits,0.068368056,0,1,2,1,1,0.982349537,6,2,1
105947,Fixed tax 6% on income,0.989976852,0,1,1,1,1,29.12.2014,4,0,1
107675,Fixed tax 6% on income,0.818368056,0,2,2,2,1,0.613587963,4,0,1
109706,Fixed income from profit 7%,0.821921296,0,0,0,1,0,28.12.2014,4,0,0
107312,Single tax on imputed income,0.197581019,0,0,0,2,0,0.900393519,4,0,1
101964,Fixed tax 6% on income,0.489884259,1,2,2,2,0,0.108726852,5,0,1
106691,15% flat tax on profits,0.859409722,0,2,1,2,1,0.781643519,0,1,1
102379,Fixed tax 6% on income,0.525393519,1,2,2,3,1,0.234421296,4,0,1
110108,Fixed tax 6% on income,26.10.2013,1,2,2,2,0,27.03.2016,6,0,0
103018,Fixed income from profit 10%,24.10.2013,1,1,0,2,1,0.064351852,7,0,0
107870,Fixed tax 6% on income,0.652430556,0,1,2,1,1,27.10.2014,6,2,1
103774,15% flat tax on profits +Single tax on imputed income,0.073263889,2,2,2,2,1,0.61150463,7,0,1
103197,Fixed tax 6% on income,0.151643519,0,2,2,2,1,29.03.2016,6,1,1
105492,General taxation system,0.23650463,0,0,0,1,0,0.651099537,7,0,0
109688,General taxation system,30.01.2014,1,1,0,2,1,0.064351852,6,0,0
107360,General taxation system,29.04.2005,1,1,2,2,1,0.198310185,7,0,0
102508,General taxation system,0.864976852,1,1,1,1,0,0.781643519,0,1,1
106653,15% flat tax on profits,0.652430556,0,1,2,2,1,28.10.2014,5,0,0
102475,General taxation system,0.194849537,0,0,0,0,1,0.319849537,0,0,0
102668,General taxation system,0.947615741,0,0,0,0,0,0.774710648,2,0,0
103295,General taxation system,0.315555556,2,1,1,1,0,0.064351852,1,0,0
109290,Single tax on imputed income,0.823310185,0,0,0,0,0,0.114988426,0,0,0
107721,General taxation system,25.09.2015,0,0,0,0,0,0.322627315,0,0,1
106017,General taxation system,29.06.2013,0,0,0,2,1,26.01.2015,6,0,0
100843,General taxation system,0.816365741,0,0,0,0,0,0.359421296,0,1,1
106419,Fixed tax 6% on income,0.067037037,0,2,2,2,1,0.446921296,0,0,0
108536,General taxation system,0.23650463,1,2,1,3,1,0.694143519,5,0,1
102685,Fixed tax 6% on income,26.04.2006,1,0,0,0,0,25.06.2015,6,0,1
105494,General taxation system,0.401770833,0,2,0,3,1,0.401087963,7,0,1
109646,Single tax on imputed income,0.315671296,0,0,0,0,0,0.525393519,0,0,1
108700,General taxation system,0.404525463,1,2,2,3,1,31.03.2016,6,0,1
100443,General taxation system,0.569155093,0,0,0,0,1,0.112905093,5,0,1
104781,Fixed tax 6% on income,0.238587963,1,2,1,2,1,0.071921296,4,0,0
102996,Fixed tax 6% on income,27.06.2015,0,1,1,1,1,0.944155093,5,0,0
108890,General taxation system,0.777407407,0,0,0,0,0,29.01.2015,6,0,1
100507,General taxation system,0.692037037,0,1,0,3,1,0.776087963,4,0,0
103002,Fixed tax 6% on income,29.01.2005,0,2,2,2,1,0.275393519,6,0,0
103831,General taxation system,0.402476852,1,1,1,2,0,0.73650463,7,1,1
100896,Fixed tax 6% on income,26.04.2002,1,2,2,2,1,30.03.2016,8,1,1
108322,Fixed tax 6% on income,0.523935185,2,0,0,0,0,0.900416667,3,0,1
106772,Fixed tax 6% on income,0.988587963,2,1,1,2,1,0.903171296,5,0,0
105440,General taxation system,0.651099537,0,0,0,2,1,0.362905093,3,0,0
103678,Fixed tax 6% on income,0.656458333,2,2,2,2,1,0.489282407,6,0,1
108757,Single tax on imputed income,0.690636574,0,0,0,1,1,0.653865741,6,0,1
107174,Fixed tax 6% on income,0.905925926,1,0,0,0,0,0.900416667,6,0,1
100925,Fixed tax 6% on income,0.692766204,0,0,0,1,1,0.442766204,5,0,1
106642,General taxation system,0.86212963,2,1,2,2,1,25.03.2016,6,0,0
108781,General taxation system,0.151770833,0,0,0,1,0,0.359421296,0,0,0
109705,General taxation system,30.12.2011,3,0,0,0,0,0.064351852,0,0,0
105639,Single tax on imputed income,0.362094907,1,2,2,1,0,0.064351852,0,0,0
100260,General taxation system,0.655243056,1,0,0,0,0,0.067777778,0,0,1
104589,Fixed tax 6% on income,0.31837963,0,0,0,0,0,30.03.2014,0,0,0
103949,15% flat tax on profits,0.984861111,2,2,2,1,0,0.489976852,2,0,1
101025,General taxation system,0.898819444,1,0,0,0,0,0.064351852,0,1,0
109684,Fixed tax 6% on income,0.656516204,2,2,2,2,0,30.03.2016,8,0,0
101570,15% flat tax on profits,0.487881944,0,1,2,1,0,0.609421296,5,1,1
108383,General taxation system,30.12.2008,0,0,0,0,0,24.03.2015,2,0,1
106606,Fixed tax 6% on income,0.947523148,1,0,0,0,0,29.03.2016,7,0,1
104648,General taxation system,0.6934375,0,0,0,0,0,0.064351852,5,0,1
108092,General taxation system,0.776770833,1,2,2,3,1,0.85875,6,0,0
106598,General taxation system,0.905231481,1,1,1,2,0,0.064351852,6,0,1
109838,Fixed tax 6% on income,0.399016204,0,0,0,1,1,0.858738426,4,1,1
103876,Single tax on imputed income,0.902326389,1,2,2,2,1,0.150416667,5,1,1
108170,Fixed tax 6% on income,0.694097222,2,1,1,1,1,0.442766204,6,0,1
105050,Fixed tax 6% on income,0.357291667,2,2,2,2,0,0.064351852,0,0,1
109016,Single tax on imputed income,0.613564815,1,3,2,3,1,0.064351852,2,0,1
106988,General taxation system,31.12.2014,1,1,1,2,1,0.94068287,5,0,1
103039,General taxation system,24.06.2014,1,2,2,2,1,26.05.2014,7,0,1
107925,Fixed income from profit 10%,0.946226852,0,1,1,2,1,0.487199074,0,1,0
106848,General taxation system,0.903171296,0,0,0,0,1,30.12.2014,0,0,1
109567,Fixed tax 6% on income,0.070520833,1,2,2,2,1,0.693449074,6,0,1
103355,General taxation system,0.153148148,0,1,1,2,1,0.108738426,6,0,1
103638,Single tax on imputed income,0.528159722,3,2,2,3,1,0.900416667,8,1,1
103445,General taxation system,0.401087963,1,2,2,3,1,0.151782407,7,0,1
104634,General taxation system,0.109421296,1,1,1,2,1,0.614282407,6,0,0
107102,Fixed tax 6% on income,0.195520833,1,1,2,1,1,0.692083333,5,0,0
102495,Fixed income from profit 10%,0.857743056,2,0,0,0,0,0.739282407,6,0,0
101320,General taxation system,26.03.2011,0,0,0,1,1,0.613587963,0,0,1
104609,Fixed tax 6% on income,0.985648148,2,2,2,3,1,0.064351852,7,0,0
106997,Fixed tax 6% on income,29.06.2015,0,0,0,0,0,29.06.2015,0,0,1
100971,General taxation system,30.10.2014,0,1,1,1,1,27.02.2015,3,0,1
109947,Fixed tax 6% on income,0.360810185,2,1,1,1,1,30.03.2016,7,0,1
102029,Single tax on imputed income,0.655949074,2,2,2,2,0,24.11.2014,5,0,0
103481,15% flat tax on profits,27.12.2006,4,2,2,2,1,0.150416667,8,1,1
103727,Fixed income from profit 7%,0.737199074,0,1,2,2,1,0.819837963,6,1,1
107770,Fixed tax 6% on income,0.860127315,2,0,0,0,0,0.319849537,0,0,1
102196,General taxation system,0.823298611,0,2,2,3,1,0.064351852,6,0,1
105809,General taxation system,0.107349537,0,0,0,0,0,0.10943287,2,1,1
104552,15% flat tax on profits,0.610034722,2,0,0,0,0,0.064351852,9,0,1
107695,Fixed tax 6% on income,24.01.2010,2,2,2,1,0,0.064351852,8,0,1
104564,15% flat tax on profits,0.948321759,0,1,1,1,1,0.940694444,3,0,0
106628,15% flat tax on profits,25.10.2013,1,2,2,2,1,28.03.2016,7,0,0
100811,15% flat tax on profits,26.04.2011,3,0,0,0,0,0.064351852,9,0,1
102984,15% flat tax on profits,0.697615741,1,0,0,0,0,0.986516204,6,1,0
103781,15% flat tax on profits,0.78025463,0,0,0,0,0,0.656643519,1,1,0
106560,Fixed tax 6% on income,0.736493056,0,0,0,0,0,0.85943287,1,0,1
104799,Fixed tax 6% on income,0.6121875,2,0,0,0,0,0.064351852,7,0,1
100154,Single tax on imputed income,0.23650463,1,1,1,1,1,0.40525463,2,1,0
106657,General taxation system,0.817766204,0,0,0,0,0,0.194155093,2,0,0
102072,15% flat tax on profits,27.04.2014,1,2,2,1,0,24.04.2014,7,2,1
105785,Fixed tax 6% on income,0.275393519,0,0,0,0,0,0.860115741,9,2,1
100745,General taxation system,0.566365741,0,2,2,3,1,25.04.2014,6,2,0
104151,15% flat tax on profits,24.01.2008,2,0,0,0,0,0.064351852,5,0,0
103907,Fixed tax 6% on income,0.489293981,0,0,0,0,0,27.11.2015,0,0,1
101366,General taxation system,,1,0,0,0,0,0.064351852,0,0,1
105946,Fixed tax 6% on income,0.403865741,2,2,2,2,1,0.73375,6,1,1
102091,Single tax on imputed income,0.234259259,2,0,0,0,0,0.064351852,5,0,1
103442,15% flat tax on profits,0.567071759,0,1,1,1,1,0.10943287,1,0,1
102338,General taxation system,0.864976852,0,1,0,2,1,0.198310185,7,2,1
105063,Fixed income from profit 5%,0.94130787,4,0,0,0,0,0.064351852,8,1,0
104136,15% flat tax on profits,0.236493056,1,0,0,0,0,0.60943287,4,0,1
103885,General taxation system,0.944155093,0,1,1,2,1,0.985821759,1,0,1
107927,15% flat tax on profits,0.696921296,1,1,1,2,1,0.94068287,6,0,0
102789,General taxation system,0.822592593,1,0,0,0,0,0.442766204,6,0,1
106752,Fixed tax 6% on income +Single tax on imputed income,0.405787037,2,0,0,1,1,0.567083333,6,0,0
109388,Fixed income from profit 7%,0.905925926,2,0,0,1,1,27.10.2014,8,0,0
105569,Single tax on imputed income,0.819733796,1,0,0,0,0,0.064351852,5,0,1
103564,Tax patent 3%,0.943206019,1,0,0,0,0,0.858738426,5,0,1
102236,General taxation system,24.02.2007,0,2,1,2,1,31.03.2014,0,0,1
105055,General taxation system,0.400219907,3,2,2,3,1,0.98375,7,0,0
108604,General taxation system,28.02.2005,1,0,1,2,0,0.738587963,7,0,0
100369,Fixed tax 6% on income,0.239270833,1,2,3,2,1,27.03.2016,5,0,0
100946,Single tax on imputed income,0.404409722,3,3,4,3,0,0.776111111,0,1,1
104531,General taxation system,29.08.2012,0,0,0,0,0,0.401087963,0,0,1
107264,Fixed tax 6% on income,0.440671296,1,0,0,0,0,0.064351852,7,1,1
101379,General taxation system,28.07.2014,0,0,0,0,0,24.04.2014,1,0,1
107978,15% flat tax on profits,0.698310185,0,1,1,1,0,0.239976852,4,1,0
100008,15% flat tax on profits,0.483738426,1,1,1,1,1,0.942766204,6,0,1
100297,General taxation system,0.320509259,3,0,0,2,1,0.483043981,8,1,1
105406,Fixed tax 6% on income,0.151666667,2,2,3,2,0,0.064351852,0,0,0
104892,Fixed tax 6% on income,0.239953704,3,0,0,0,0,26.03.2016,8,0,1
100841,General taxation system,0.733726852,0,1,0,2,1,0.441377315,5,0,0
100462,Single tax on imputed income,0.072569444,0,0,0,0,0,0.064351852,0,0,1
105775,15% flat tax on profits,25.06.2012,1,0,0,0,0,0.064351852,7,1,0
106384,General taxation system,28.10.2015,0,0,0,0,1,0.613599537,0,0,1
105914,Fixed tax 6% on income,0.234907407,0,0,0,0,0,0.156643519,0,0,0
101032,General taxation system,28.09.2015,0,0,0,0,0,0.488599537,0,0,0
106650,General taxation system,0.692060185,1,1,1,3,0,0.525393519,8,1,0
104309,General taxation system,0.233715278,0,0,0,1,0,0.448310185,5,0,1
104787,15% flat tax on profits +Single tax on imputed income,24.09.2006,2,1,0,3,1,28.03.2016,5,1,1
101766,General taxation system,0.150347222,0,1,0,2,0,0.900393519,0,1,0
106164,General taxation system,0.694791667,1,2,2,3,1,0.067777778,7,1,0
109911,Fixed income from profit 10% +Single tax on imputed income,0.489918981,3,0,0,0,0,0.733738426,7,0,1
105753,Fixed income from profit 10%,0.902384259,2,0,0,0,0,0.651087963,7,0,1
107863,15% flat tax on profits,25.12.2014,0,1,0,1,1,26.12.2014,6,0,1
107802,General taxation system,0.31568287,0,1,1,2,1,0.899016204,0,0,1
105371,Fixed tax 6% on income,0.858726852,0,1,1,1,0,0.110810185,0,0,1
109517,Fixed tax 6% on income,24.07.2009,0,0,0,1,1,26.03.2015,4,0,1
109374,Fixed income from profit 7%,30.04.1996,2,0,0,0,0,0.151087963,6,1,1
108976,Fixed tax 6% on income +Single tax on imputed income,0.737025463,2,2,2,2,1,0.156643519,6,0,1
101029,15% flat tax on profits,0.530949074,0,0,0,1,1,0.530949074,4,0,0
109054,Fixed tax 6% on income,0.237893519,0,1,1,1,1,0.572615741,6,0,1
104890,15% flat tax on profits,26.05.2015,2,1,1,1,1,0.569849537,0,1,1
106187,General taxation system,27.07.2014,0,0,0,2,1,0.444837963,2,0,0
103432,Fixed tax 6% on income,0.278668981,0,0,0,0,1,29.12.2014,5,2,0
109243,General taxation system,0.899016204,0,1,0,2,1,0.528877315,4,0,0
107571,15% flat tax on profits,0.781643519,0,1,1,1,0,0.698310185,0,1,1
103053,General taxation system,0.776053241,1,0,1,1,1,0.361516204,0,0,0
100621,15% flat tax on profits,0.985798611,1,0,0,0,0,24.04.2016,6,0,0
102298,General taxation system,0.405266204,1,1,1,2,1,0.238599537,5,0,1
107187,General taxation system,0.191354167,0,1,2,2,1,0.064351852,5,0,0
103163,15% flat tax on profits,0.405266204,1,1,1,2,1,0.779571759,7,1,0
101307,Fixed tax 6% on income,0.567743056,0,1,1,1,0,0.860810185,1,0,1
107827,15% flat tax on profits,0.691331019,3,2,1,1,0,0.064351852,0,1,1
